*Frequency 	VF1-abs	VF1-phase (deg)	VOUTLOWNOISE-abs	VOUTLOWNOISE-phase (deg)	VOUTLOWPOWER-abs	VOUTLOWPOWER-phase (deg)
4,90835901540329	9,7523929732091E-8	5,58770418376421E-6	2,38313690253018E-7	4,18125508465464E-6	7,29765764683082E-8	1,15210090268715E-5
4,9697467813943	9,72048576317308E-8	5,56942279393364E-6	2,39531546592122E-7	4,1567958762633E-6	7,25496842226725E-8	1,15672220101591E-5
5,03190231066455	9,68886957429768E-8	5,55130814864293E-6	2,40750387161334E-7	4,1324967184031E-6	7,2125585394829E-8	1,16132832422681E-5
5,09483520546041	9,65754235756964E-8	5,5333590729196E-6	2,41970286004108E-7	4,10835666390184E-6	7,17042634538732E-8	1,16591949225671E-5
5,15855518812142	9,62650207034671E-8	5,51557439741978E-6	2,43191316771746E-7	4,0843747715861E-6	7,12857019730033E-8	1,17049592151317E-5
5,22307210258231	9,5957466793384E-8	5,49795295651352E-6	2,44413552743629E-7	4,06055010623758E-6	7,0869884630541E-8	1,17505782497706E-5
5,2883959158937	9,56527415841737E-8	5,48049358966023E-6	2,45637066846921E-7	4,0368817385599E-6	7,04567952074464E-8	1,1796054123017E-5
5,35453671976194	9,53508248942663E-8	5,46319514088247E-6	2,4686193167551E-7	4,01336874513903E-6	7,00464175871136E-8	1,18413888990891E-5
5,42150473210812	9,50516966300358E-8	5,44605645826813E-6	2,4808821950857E-7	3,99001020840258E-6	6,96387357555913E-8	1,1886584610819E-5
5,48931029864662	9,47553367664292E-8	5,42907639513226E-6	2,49316002328441E-7	3,96680521658625E-6	6,9233733799483E-8	1,1931643260553E-5
5,55796389448341	9,44617253634677E-8	5,41225380901417E-6	2,50545351837926E-7	3,94375286369177E-6	6,88313959067226E-8	1,19765668210224E-5
5,62747612573428	9,41708425662995E-8	5,39558756169064E-6	2,51776339477313E-7	3,92085224945247E-6	6,84317063649309E-8	1,20213572361883E-5
5,6978577311634	9,38826685884399E-8	5,37907652014175E-6	2,53009036440676E-7	3,89810247929321E-6	6,80346495616297E-8	1,20660164220595E-5
5,76911958384227	9,35971837284606E-8	5,36271955557696E-6	2,54243513691708E-7	3,87550266429777E-6	6,76402099821968E-8	1,21105462674861E-5
5,84127269282955	9,33143683672514E-8	5,34651554360558E-6	2,55479841979288E-7	3,85305192116742E-6	6,72483722106209E-8	1,21549486349282E-5
5,91432820487171	9,30342029595823E-8	5,33046336470753E-6	2,56718091852467E-7	3,83074937218626E-6	6,68591209282142E-8	1,21992253612024E-5
5,98829740612519	9,27566680425483E-8	5,31456190376104E-6	2,57958333675024E-7	3,80859414518325E-6	6,64724409133945E-8	1,22433782582052E-5
6,06319172389986	9,2481744232791E-8	5,29881005020282E-6	2,5920063763971E-7	3,78658537349867E-6	6,60883170402126E-8	1,22874091136159E-5
6,13902272842445	9,22094122265342E-8	5,28320669803017E-6	2,60445073782057E-7	3,76472219594575E-6	6,57067342783545E-8	1,23313196915786E-5
6,21580213463401	9,19396527996273E-8	5,26775074580341E-6	2,61691711993815E-7	3,74300375677329E-6	6,53276776929175E-8	1,23751117333642E-5
6,29354180397969	9,16724468075968E-8	5,25244109664891E-6	2,62940622036035E-7	3,72142920563334E-6	6,49511324427542E-8	1,24187869580138E-5
6,37225374626119	9,14077751828279E-8	5,23727665840856E-6	2,64191873551763E-7	3,69999769754302E-6	6,45770837805718E-8	1,24623470629642E-5
6,45195012148216	9,11456189432543E-8	5,22225634320298E-6	2,65445536078478E-7	3,67870839284792E-6	6,42055170526073E-8	1,25057937246546E-5
6,53264324172871	9,08859591780364E-8	5,20737906816587E-6	2,66701679060135E-7	3,65756045719414E-6	6,38364176960041E-8	1,25491285991178E-5
6,61434557307153	9,06287770707554E-8	5,19264375429316E-6	2,67960371859013E-7	3,63655306148135E-6	6,34697712414113E-8	1,25923533225543E-5
6,69706973749169	9,03740538705836E-8	5,17804932788758E-6	2,69221683767192E-7	3,61568538183736E-6	6,31055633097648E-8	1,26354695118909E-5
6,7808285148306	9,01217709097006E-8	5,16359471969528E-6	2,70485684017572E-7	3,59495659957854E-6	6,2743779612977E-8	1,26784787653244E-5
6,86563484476434	8,98719096092955E-8	5,14927886464267E-6	2,71752441794943E-7	3,57436590117738E-6	6,23844059527384E-8	1,272138266285E-5
6,95150182880269	8,96244514621766E-8	5,13510070268218E-6	2,73022026246626E-7	3,55391247822725E-6	6,20274282201144E-8	1,27641827667772E-5
7,03844273231309	8,93793780416003E-8	5,12105917837325E-6	2,74294506492732E-7	3,53359552740811E-6	6,16728323949467E-8	1,28068806222305E-5
7,12647098657005	8,91366710072983E-8	5,10715324062127E-6	2,75569951636375E-7	3,51341425045154E-6	6,13206045454477E-8	1,28494777576383E-5
7,21560019083004	8,88963120938403E-8	5,09338184322882E-6	2,76848430773561E-7	3,49336785410832E-6	6,0970730827223E-8	1,28919756852084E-5
7,30584411443247	8,86582831195918E-8	5,0797439444959E-6	2,78130013002805E-7	3,47345555011378E-6	6,06231974828751E-8	1,29343759013922E-5
7,39721669892683	8,84225659868903E-8	5,06623850723411E-6	2,79414767434654E-7	3,45367655515299E-6	6,02779908416956E-8	1,29766798873366E-5
7,48973206022649	8,8189142670286E-8	5,05286449929699E-6	2,80702763200812E-7	3,43403009082795E-6	5,99350973188854E-8	1,30188891093251E-5
7,58340449078947	8,79579952375158E-8	5,03962089267524E-6	2,81994069463192E-7	3,41451538362742E-6	5,95945034142343E-8	1,30610050192075E-5
7,67824846182639	8,7729105822806E-8	5,0265066646689E-6	2,83288755422678E-7	3,39513166488815E-6	5,92561957128417E-8	1,31030290548198E-5
7,77427862553614	8,75024566569089E-8	5,01352079661217E-6	2,8458689032773E-7	3,3758781707674E-6	5,89201608832481E-8	1,31449626403932E-5
7,87150981736942	8,72780300463426E-8	5,00066227478159E-6	2,85888543482934E-7	3,35675414220284E-6	5,8586385678505E-8	1,31868071869545E-5
7,96995705832066	8,70558083764935E-8	4,98793009027003E-6	2,87193784257108E-7	3,33775882488694E-6	5,82548569339581E-8	1,32285640927156E-5
8,06963555724855	8,68357741178019E-8	4,97532323874653E-6	2,88502682091355E-7	3,31889146923242E-6	5,7925561567144E-8	1,32702347434552E-5
8,17056071322563	8,66179098229237E-8	4,96284072059215E-6	2,89815306506994E-7	3,30015133033693E-6	5,75984865778492E-8	1,3311820512891E-5
8,27274811791726	8,64021981268957E-8	4,95048154090948E-6	2,91131727113281E-7	3,28153766795315E-6	5,72736190470044E-8	1,33533227630437E-5
8,37621355799032	8,61886217442483E-8	4,93824470965044E-6	2,92452013614918E-7	3,26304974645704E-6	5,69509461360387E-8	1,33947428445927E-5
8,48097301755205	8,59771634752588E-8	4,926129241386E-6	2,93776235819457E-7	3,24468683481294E-6	5,66304550869342E-8	1,34360820972239E-5
8,58704268061942	8,57678062061586E-8	4,91413415532176E-6	2,95104463644647E-7	3,22644820654622E-6	5,63121332207076E-8	1,34773418499702E-5
8,69443893361934	8,55605328939593E-8	4,90225847588741E-6	2,96436767125391E-7	3,20833313970737E-6	5,59959679377296E-8	1,35185234215438E-5
8,80317836792013	8,53553265973121E-8	4,89050123158713E-6	2,97773216420811E-7	3,19034091684294E-6	5,56819467166521E-8	1,35596281206623E-5
8,91327778239471	8,51521704428997E-8	4,87886145628147E-6	2,99113881821122E-7	3,1724708249611E-6	5,53700571144565E-8	1,36006572463676E-5
9,02475418601584	8,49510476502103E-8	4,86733818827753E-6	3,00458833754224E-7	3,15472215550499E-6	5,50602867649706E-8	1,36416120883376E-5
9,13762480048372	8,47519415131853E-8	4,85593047101768E-6	3,01808142792276E-7	3,13709420431769E-6	5,47526233790912E-8	1,36824939271922E-5
9,25190706288657	8,45548354220718E-8	4,84463735230801E-6	3,03161879658174E-7	3,11958627161204E-6	5,44470547440692E-8	1,3723304034793E-5
9,36761862839445	8,43597128387758E-8	4,83345788521548E-6	3,04520115231878E-7	3,10219766194146E-6	5,41435687226383E-8	1,37640436745364E-5
9,48477737298674	8,41665573156529E-8	4,82239112741331E-6	3,05882920556511E-7	3,08492768416438E-6	5,38421532533857E-8	1,38047141016415E-5
9,60340139621374	8,39753524894779E-8	4,81143614141358E-6	3,07250366844544E-7	3,06777565142232E-6	5,35427963485725E-8	1,38453165634322E-5
