1;1.71E-07;
1.01250678;1.70E-07;
1.025169979;1.69E-07;
1.037991555;1.68E-07;
1.050973487;1.67E-07;
1.064117781;1.66E-07;
1.077426468;1.66E-07;
1.090901603;1.65E-07;
1.10454527;1.64E-07;
1.118359574;1.63E-07;
1.132346651;1.62E-07;
1.146508662;1.61E-07;
1.160847793;1.60E-07;
1.175366261;1.60E-07;
1.190066308;1.59E-07;
1.204950206;1.58E-07;
1.220020253;1.57E-07;
1.235278777;1.56E-07;
1.250728137;1.56E-07;
1.266370719;1.55E-07;
1.282208939;1.54E-07;
1.298245244;1.53E-07;
1.314482111;1.53E-07;
1.33092205;1.52E-07;
1.347567599;1.51E-07;
1.36442133;1.50E-07;
1.381485848;1.50E-07;
1.398763787;1.49E-07;
1.416257818;1.48E-07;
1.433970643;1.47E-07;
1.451904998;1.47E-07;
1.470063654;1.46E-07;
1.488449417;1.45E-07;
1.507065126;1.44E-07;
1.525913658;1.44E-07;
1.544997924;1.43E-07;
1.564320873;1.42E-07;
1.58388549;1.42E-07;
1.603694798;1.41E-07;
1.623751855;1.40E-07;
1.644059763;1.40E-07;
1.664621656;1.39E-07;
1.685440713;1.38E-07;
1.706520149;1.38E-07;
1.727863221;1.37E-07;
1.749473226;1.36E-07;
1.771353503;1.36E-07;
1.793507431;1.35E-07;
1.815938434;1.34E-07;
1.838649976;1.34E-07;
1.861645567;1.33E-07;
1.884928758;1.33E-07;
1.908503147;1.32E-07;
1.932372376;1.31E-07;
1.956540132;1.31E-07;
1.981010149;1.30E-07;
2.005786207;1.30E-07;
2.030872134;1.29E-07;
2.056271804;1.28E-07;
2.081989143;1.28E-07;
2.108028123;1.27E-07;
2.134392767;1.27E-07;
2.161087148;1.26E-07;
2.188115389;1.26E-07;
2.215481667;1.25E-07;
2.243190208;1.24E-07;
2.271245295;1.24E-07;
2.29965126;1.23E-07;
2.328412492;1.23E-07;
2.357533434;1.22E-07;
2.387018586;1.22E-07;
2.416872502;1.21E-07;
2.447099795;1.21E-07;
2.477705133;1.20E-07;
2.508693246;1.20E-07;
2.540068921;1.19E-07;
2.571837004;1.19E-07;
2.604002403;1.18E-07;
2.636570088;1.18E-07;
2.66954509;1.17E-07;
2.702932503;1.17E-07;
2.736737485;1.16E-07;
2.770965258;1.16E-07;
2.805621111;1.15E-07;
2.840710397;1.15E-07;
2.876238536;1.14E-07;
2.912211019;1.14E-07;
2.948633401;1.13E-07;
2.98551131;1.13E-07;
3.022850443;1.12E-07;
3.060656568;1.12E-07;
3.098935526;1.12E-07;
3.137693231;1.11E-07;
3.17693567;1.11E-07;
3.216668905;1.10E-07;
3.256899075;1.10E-07;
3.297632395;1.09E-07;
3.338875158;1.09E-07;
3.380633734;1.09E-07;
3.422914576;1.08E-07;
3.465724216;1.08E-07;
3.509069266;1.07E-07;
3.552956423;1.07E-07;
3.597392467;1.07E-07;
3.642384263;1.06E-07;
3.687938761;1.06E-07;
3.734063;1.05E-07;
3.780764104;1.05E-07;
3.828049288;1.05E-07;
3.875925858;1.04E-07;
3.92440121;1.04E-07;
3.973482832;1.03E-07;
4.023178308;1.03E-07;
4.073495313;1.03E-07;
4.124441623;1.02E-07;
4.176025106;1.02E-07;
4.228253733;1.02E-07;
4.281135572;1.01E-07;
4.334678793;1.01E-07;
4.388891666;1.01E-07;
4.443782569;1.00E-07;
4.499359979;9.98E-08;
4.555632484;9.95E-08;
4.612608777;9.92E-08;
4.67029766;9.88E-08;
4.728708045;9.85E-08;
4.787848956;9.82E-08;
4.847729529;9.79E-08;
4.908359015;9.75E-08;
4.969746781;9.72E-08;
5.031902311;9.69E-08;
5.094835205;9.66E-08;
5.158555188;9.63E-08;
5.223072103;9.60E-08;
5.288395916;9.57E-08;
5.35453672;9.54E-08;
5.421504732;9.51E-08;
5.489310299;9.48E-08;
5.557963894;9.45E-08;
5.627476126;9.42E-08;
5.697857731;9.39E-08;
5.769119584;9.36E-08;
5.841272693;9.33E-08;
5.914328205;9.30E-08;
5.988297406;9.28E-08;
6.063191724;9.25E-08;
6.139022728;9.22E-08;
6.215802135;9.19E-08;
6.293541804;9.17E-08;
6.372253746;9.14E-08;
6.451950121;9.12E-08;
6.532643242;9.09E-08;
6.614345573;9.06E-08;
