*Frequency 	VOUTLOWNOISE-abs	VOUTLOWNOISE-phase (deg)
4,78784895585721	7,38490035610521E-8	4,23123080751004E-6
4,84772952905492	7,34165325193853E-8	4,20645212549288E-6
4,90835901540329	7,29868885751788E-8	4,18183542471169E-6
4,9697467813943	7,2560054986667E-8	4,15737974594845E-6
5,03190231066455	7,21360151180967E-8	4,13308413606605E-6
5,09483520546041	7,171475243905E-8	4,10894764796243E-6
5,15855518812142	7,12962505237951E-8	4,08496934049951E-6
5,22307210258231	7,08804930505247E-8	4,06114827856164E-6
5,2883959158937	7,04674638007758E-8	4,03748353291322E-6
5,35453671976194	7,00571466587399E-8	4,01397418018694E-6
5,42150473210812	6,96495256105503E-8	3,99061930289644E-6
5,48931029864662	6,92445847436978E-8	3,96741798931593E-6
5,55796389448341	6,88423082462956E-8	3,94436933352467E-6
5,62747612573428	6,84426804064781E-8	3,92147243531274E-6
5,6978577311634	6,80456856117013E-8	3,89872640019329E-6
5,76911958384227	6,76513083481734E-8	3,87613033928541E-6
5,84127269282955	6,7259533200131E-8	3,85368336935726E-6
5,91432820487171	6,68703448492346E-8	3,83138461275239E-6
5,98829740612519	6,64837280739047E-8	3,80923319737718E-6
6,06319172389986	6,6099667748736E-8	3,78722825661643E-6
6,13902272842445	6,57181488438287E-8	3,76536892933353E-6
6,21580213463401	6,53391564241342E-8	3,74365435985756E-6
6,29354180397969	6,49626756488914E-8	3,7220836978884E-6
6,37225374626119	6,45886917709598E-8	3,7006560985024E-6
6,45195012148216	6,42171901361807E-8	3,67937072213375E-6
6,53264324172871	6,38481561828877E-8	3,65822673442414E-6
6,61434557307153	6,34815754410886E-8	3,63722330637169E-6
6,69706973749169	6,31174335320205E-8	3,61635961414647E-6
6,7808285148306	6,2755716167458E-8	3,59563483913003E-6
6,86563484476434	6,23964091491477E-8	3,57504816784668E-6
6,95150182880269	6,20394983681919E-8	3,55459879194036E-6
7,03844273231309	6,16849698044503E-8	3,53428590814039E-6
7,12647098657005	6,13328095259292E-8	3,51410871823811E-6
7,21560019083004	6,09830036882146E-8	3,49406642903092E-6
7,30584411443247	6,06355385338681E-8	3,47415825229953E-6
7,39721669892683	6,0290400391818E-8	3,45438340479029E-6
7,48973206022649	5,9947575676787E-8	3,43474110817053E-6
7,58340449078947	5,96070508887644E-8	3,4152305889528E-6
7,67824846182639	5,92688126123302E-8	3,39585107853623E-6
7,77427862553614	5,89328475161736E-8	3,37660181309938E-6
7,87150981736942	5,85991423523938E-8	3,35748203366157E-6
7,96995705832066	5,82676839560523E-8	3,33849098595582E-6
8,06963555724855	5,79384592445693E-8	3,31962792042287E-6
8,17056071322563	5,76114552171069E-8	3,30089209221461E-6
8,27274811791726	5,72866589540469E-8	3,28228276113065E-6
8,37621355799032	5,69640576164365E-8	3,26379919158129E-6
8,48097301755205	5,66436384453776E-8	3,24544065259066E-6
8,58704268061942	5,63253887615505E-8	3,22720641770968E-6
8,69443893361934	5,6009295964586E-8	3,20909576503433E-6
8,80317836792013	5,56953475325575E-8	3,19110797714414E-6
8,91327778239471	5,53835310213802E-8	3,17324234110498E-6
9,02475418601584	5,50738340643443E-8	3,15549814838402E-6
9,13762480048372	5,47662443715047E-8	3,13787469486247E-6
9,25190706288657	5,44607497291529E-8	3,12037128079459E-6
9,36761862839445	5,41573379993071E-8	3,10298721075775E-6
9,48477737298674	5,38559971190915E-8	3,08572179367365E-6
9,60340139621374	5,35567151003531E-8	3,06857434268337E-6
9,72350902399289	5,32594800289611E-8	3,0515441752204E-6
9,84511881143981	5,2964280064352E-8	3,03463061293285E-6
9,96824954573486	5,26711034390486E-8	3,01783298162579E-6
10,0929202490255	5,23799384580878E-8	3,00115061125928E-6
10,2191501813652	5,20907734984019E-8	2,98458283597237E-6
10,3469588436884	5,18035970084862E-8	2,96812899394417E-6
10,4763659808235	5,15183975077615E-8	2,95178842743254E-6
10,6073915845434	5,12351635860414E-8	2,93556048275287E-6
10,7400558966533	5,09538839031126E-8	2,9194445101953E-6
10,8743794121185	5,06745471880868E-8	2,90343986407042E-6
11,0103828822301	5,03971422390757E-8	2,88754590257914E-6
11,1480873178112	5,01216579224638E-8	2,87176198790151E-6
11,2875139924627	4,98480831726066E-8	2,85608748605904E-6
11,4286844458494	4,95764069911545E-8	2,84052176697647E-6
11,5716204870284	4,93066184466913E-8	2,8250642043801E-6
11,7163441978176	4,90387066741525E-8	2,80971417581197E-6
11,8628779362072	4,87726608743614E-8	2,79447106258446E-6
12,0112443398143	4,85084703134749E-8	2,77933424978093E-6
12,1614663293793	4,82461243226089E-8	2,76430312616932E-6
12,3135671123075	4,7985612297212E-8	2,74937708424031E-6
12,467570186254	4,77269236967223E-8	2,73455552010957E-6
12,6234993427538	4,74700480438747E-8	2,71983783358753E-6
12,7813786708977	4,72149749244928E-8	2,70522342802198E-6
12,9412325610531	4,69616939867909E-8	2,69071171037185E-6
13,1030857086325	4,67101949408931E-8	2,67630209117872E-6
13,2669631179087	4,6460467558495E-8	2,66199398447584E-6
13,4328901058771	4,62125016723103E-8	2,64778680779692E-6
13,6008923061674	4,59662871756148E-8	2,63367998214127E-6
13,7709956730034	4,57218140217216E-8	2,6196729319699E-6
13,9432264852127	4,54790722235559E-8	2,60576508515906E-6
14,1176113502863	4,52380518532065E-8	2,59195587296594E-6
14,2941772084893	4,49987430414435E-8	2,57824473000987E-6
14,4729513370229	4,47611359772643E-8	2,56463109424215E-6
14,6539613542381	4,45252209073418E-8	2,55111440695687E-6
14,8372352239025	4,4290988135703E-8	2,53769411270841E-6
15,0228012595206	4,40584280232465E-8	2,52436965929707E-6
15,2106881287073	4,3827530987177E-8	2,51114049778703E-6
15,4009248576176	4,3598287500674E-8	2,49800608243262E-6
15,5935408354296	4,3370688092406E-8	2,48496587066737E-6
15,7885658188859	4,31447233460636E-8	2,47201932308559E-6
15,9860299368899	4,2920383899934E-8	2,45916590340968E-6
16,1859636951605	4,26976604464679E-8	2,44640507846123E-6
16,3883979809451	4,2476543731781E-8	2,43373631815698E-6
16,5933640677909	4,2257024555303E-8	2,42115909545196E-6
16,8008936203767	4,20390937692542E-8	2,40867288634604E-6
17,0110186994043	4,18227422783098E-8	2,39627716982444E-6
17,2237717665517	4,16079610390213E-8	2,38397142788452E-6
17,439185689488	4,13947410596342E-8	2,37175514542597E-6
17,6572937469509	4,11830733993054E-8	2,35962781034853E-6
17,878129633888	4,09729491680661E-8	2,34758891339587E-6
18,1017274666622	4,07643595260713E-8	2,33563794824242E-6
18,3281217883223	4,05572956834208E-8	2,32377441138908E-6
18,5573475739393	4,03517488995917E-8	2,31199780218926E-6
18,7894402360098	4,01477104831149E-8	2,30030762279548E-6
19,0244356299267	3,99451717910616E-8	2,28870337816826E-6
19,2623700595183	3,97441242287458E-8	2,27718457601696E-6
19,5032802826571	3,95445592492672E-8	2,26575072679284E-6
19,7472035169379	3,93464683531066E-8	2,25440134366586E-6
19,9941774454282	3,91498430876929E-8	2,24313594251102E-6
20,2442402224889	3,89546750470987E-8	2,23195404185731E-6
20,4974304796693	3,87609558714856E-8	2,2208551629118E-6
20,7537873316751	3,85686772469115E-8	2,20983882947803E-6
21,0133503824107	3,83778309047384E-8	2,19890456799235E-6
21,2761597310982	3,81884086214249E-8	2,18805190744954E-6
21,5422559784716	3,80004022179915E-8	2,17728037942342E-6
21,8116802330493	3,78138035597561E-8	2,16658951801166E-6
22,084474117485	3,76286045558461E-8	2,15597885984406E-6
22,3606797749979	3,74447971588643E-8	2,14544794404874E-6
22,6403398758829	3,72623733646032E-8	2,13499631220733E-6
22,923497624103	3,70813252114868E-8	2,12462350838362E-6
23,2101967639638	3,69016447804455E-8	2,11432907903835E-6
23,500481586871	3,67233241942858E-8	2,10411257307788E-6
23,7943969381734	3,65463556175382E-8	2,0939735417786E-6
24,0919882240908	3,63707312559768E-8	2,08391153879796E-6
24,3933014187282	3,61964433563186E-8	2,07392612013979E-6
24,698383071179	3,60234842058145E-8	2,06401684414815E-6
25,0072803127157	3,58518461320484E-8	2,05418327145113E-6
25,3200408640712	3,56815215024087E-8	2,04442496498576E-6
25,6367130428113	3,55125027237553E-8	2,03474148997496E-6
25,9573457707988	3,53447822422652E-8	2,02513241386451E-6
26,2819885817515	3,51783525428999E-8	2,01559730635032E-6
26,6106916288945	3,50132061492007E-8	2,00613573932953E-6
26,9435056927083	3,48493356228187E-8	1,99674728691374E-6
27,2804821887736	3,46867335633651E-8	1,98743152537047E-6
27,6216731757146	3,45253926079718E-8	1,97818803313138E-6
27,9671313632412	3,43653054309364E-8	1,96901639078161E-6
28,3169101202919	3,4206464743526E-8	1,95991618101565E-6
28,671063483279	3,40488632936554E-8	1,95088698862254E-6
29,029646164436	3,389249386541E-8	1,94192840050398E-6
29,3927135602707	3,37373492789596E-8	1,93304000561095E-6
29,7603217601225	3,35834223901375E-8	1,92422139495211E-6
30,1325275548279	3,34307060901441E-8	1,91547216157679E-6
30,5093884454939	3,32791933052916E-8	1,90679190055068E-6
30,8909626523812	3,31288769967155E-8	1,89818020893951E-6
31,2773091238985	3,2979750160066E-8	1,88963668579778E-6
31,6684875457093	3,2831805825203E-8	1,88116093215744E-6
32,0645583499525	3,26850370559944E-8	1,87275255099762E-6
32,4655827245785	3,25394369499947E-8	1,86441114723889E-6
32,8716226228018	3,23949986381772E-8	1,85613632772791E-6
33,2827407726725	3,22517152846706E-8	1,84792770122237E-6
33,699000686766	3,21095800865381E-8	1,83978487836922E-6
34,1204666719961	3,19685862734331E-8	1,83170747170645E-6
34,5472038395487	3,18287271074255E-8	1,82369509563479E-6
34,9792781149411	3,16899958827302E-8	1,81574736640836E-6
35,4167562482063	3,15523859255047E-8	1,80786390211414E-6
35,8597058242057	3,14158905935086E-8	1,80004432267664E-6
36,3081952730692	3,12805032760273E-8	1,7922882498176E-6
36,7622938807677	3,11462173934616E-8	1,78459530707448E-6
37,2220717998163	3,10130263971825E-8	1,7769651197741E-6
37,687600060112	3,08809237694195E-8	1,76939731500284E-6
38,1589505799074	3,07499030228884E-8	1,76189152162089E-6
38,6361961769207	3,06199577006353E-8	1,75444737024158E-6
39,1194105795853	3,04910813758731E-8	1,74706449321335E-6
39,6086684384399	3,03632676517568E-8	1,73974252461292E-6
40,104045337661	3,02365101610664E-8	1,73248110025319E-6
40,6056178067398	3,0110802566318E-8	1,72527985762625E-6
41,113463332305	2,99861385592117E-8	1,71813843594971E-6
41,6276603700937	2,98625118607124E-8	1,71105647611671E-6
42,1482883570712	2,973991622085E-8	1,70403362069071E-6
42,6754277237038	2,96183454183713E-8	1,69706951392247E-6
43,209159906384	2,94977932607983E-8	1,69016380170827E-6
43,7495673600109	2,93782535840759E-8	1,68331613160935E-6
44,2967335707294	2,92597202526009E-8	1,6765261528173E-6
44,850743068827	2,91421871589356E-8	1,66979351616583E-6
45,4116814417927	2,9025648223707E-8	1,66311787411682E-6
45,9796353475397	2,89100973954716E-8	1,65649888075274E-6
46,5546925277926	2,87955286506125E-8	1,64993619176549E-6
47,1369418216423	2,86819359932009E-8	1,64342946445154E-6
47,7264731792708	2,85693134547612E-8	1,63697835772052E-6
48,3233776758471	2,84576550943142E-8	1,63058253206784E-6
48,9277475255974	2,8346954998256E-8	1,62424164957092E-6
49,539676096051	2,82372072801098E-8	1,61795537390229E-6
50,159257922464	2,8128406080618E-8	1,61172337030009E-6
50,7865887224247	2,80205455674022E-8	1,60554530559453E-6
51,4217654106396	2,7913619935186E-8	1,59942084816468E-6
52,0648861139065	2,78076234054506E-8	1,59334966796733E-6
52,7160501862735	2,77025502265088E-8	1,58733143651479E-6
53,3753582243876	2,75983946733327E-8	1,58136582688401E-6
54,0429120830361	2,74951510475811E-8	1,57545251370262E-6
54,7188148908819	2,73928136774535E-8	1,56959117315679E-6
55,403171066395	2,7291376917791E-8	1,56378148297125E-6
56,0960863339845	2,71908351498052E-8	1,55802312243341E-6
56,7976677403313	2,70911827811302E-8	1,5523157723809E-6
57,5080236709259	2,69924142460043E-8	1,54665911517646E-6
58,2272638668115	2,68945240048474E-8	1,54105283475137E-6
58,9554994415393	2,67975065445618E-8	1,53549661656902E-6
59,6928428983326	2,67013563783344E-8	1,52999014764497E-6
60,4394081474681	2,66060680456901E-8	1,52453311654033E-6
61,195310523873	2,65116361125061E-8	1,51912521336061E-6
61,9606668049432	2,64180551709382E-8	1,5137661297648E-6
62,7355952285839	2,63253198395254E-8	1,50845555895686E-6
63,5202155114754	2,62334247631916E-8	1,50319319568908E-6
64,3146488675685	2,61423646130951E-8	1,49797873628167E-6
65,1190180268101	2,60521340869579E-8	1,49281187859486E-6
65,9334472541036	2,59627279088167E-8	1,48769232206041E-6
66,7580623685062	2,58741408291754E-8	1,48261976767355E-6
67,592990762666	2,57863676251011E-8	1,47759391799202E-6
68,4383614225036	2,56994031001342E-8	1,47261447715396E-6
69,2943049471374	2,56132420845747E-8	1,46768115086087E-6
70,1609535690608	2,55278794352264E-8	1,46279364641291E-6
71,0384411745695	2,5443310035777E-8	1,45795167268524E-6
71,9269033244459	2,53595287966348E-8	1,45315494015625E-6
72,8264772749011	2,52765306552097E-8	1,44840316089569E-6
73,7373019987796	2,5194310575793E-8	1,44369604859029E-6
74,6595182070285	2,51128635498362E-8	1,43903331853446E-6
75,5932683704358	2,50321845959737E-8	1,4344146876449E-6
76,5386967416402	2,49522687600347E-8	1,42983987447689E-6
77,4959493774169	2,48731111153425E-8	1,42530859921652E-6
78,4651741612403	2,47947067627897E-8	1,42082058369379E-6
79,4465208261313	2,47170508307338E-8	1,41637555141111E-6
80,4401409777887	2,46401384754851E-8	1,41197322752327E-6
81,4461881180105	2,45639648811139E-8	1,40761333887514E-6
82,4648176684076	2,44885252598858E-8	1,40329561398837E-6
83,4961869944151	2,44138148521469E-8	1,39901978309416E-6
84,5404554296028	2,43398289266371E-8	1,39478557813194E-6
85,5977843002904	2,42665627806763E-8	1,39059273275979E-6
86,6683369504704	2,419401174015E-8	1,38644098238113E-6
87,7522787670428	2,4122171159947E-8	1,38233006413729E-6
88,8497772053646	2,40510364239063E-8	1,37825971693901E-6
89,9610018151212	2,39806029450606E-8	1,37422968147576E-6
91,0861242665174	2,39108661658871E-8	1,37023970022569E-6
92,2253183768001	2,38418215585665E-8	1,36628951746628E-6
93,3787601371103	2,37734646249326E-8	1,36237887930827E-6
94,5466277396713	2,37057908969342E-8	1,35850753369304E-6
95,7291016053172	2,36387959368246E-8	1,35467523041111E-6
96,926364411366	2,35724753371457E-8	1,3508817211358E-6
98,1386011198406	2,35068247212804E-8	1,34712675941753E-6
99,3659990060432	2,34418397434661E-8	1,3434101007173E-6
100,608747687487	2,33775160891134E-8	1,33973150241939E-6
101,86703915319	2,3313849474989E-8	1,33609072385446E-6
103,141067793334	2,32508356496363E-8	1,33248752630757E-6
104,431030429296	2,31884703933926E-8	1,32892167305422E-6
105,737126344056	2,31267495187847E-8	1,32539292937171E-6
107,059557312981	2,30656688708078E-8	1,32190106255958E-6
108,398527634998	2,30052243272095E-8	1,31844584196057E-6
109,754244164157	2,29454117985615E-8	1,31502703899581E-6
111,126916341584	2,28862272289359E-8	1,31164442716272E-6
112,516756227842	2,28276665956972E-8	1,30829778208951E-6
113,923978535686	2,27697259103911E-8	1,30498688152205E-6
115,348800663237	2,27124012184004E-8	1,30171150538814E-6
116,791442727568	2,26556885997731E-8	1,29847143579032E-6
118,252127598706	2,25995841692162E-8	1,2952664570509E-6
119,731080934064	2,25440840766074E-8	1,29209635572633E-6
121,228531213305	2,24891845071249E-8	1,28896092064535E-6
122,744709773635	2,24348816817344E-8	1,28585994292699E-6
124,279850845544	2,23811718574767E-8	1,28279321601124E-6
125,83419158899	2,23280513276859E-8	1,27976053569443E-6
127,407972130041	2,22755164225098E-8	1,27676170014837E-6
129,001435597966	2,22235635090624E-8	1,27379650996121E-6
130,614828162801	2,2172188992106E-8	1,27086476814986E-6
132,248399073375	2,21213893137774E-8	1,26796628022579E-6
133,902400695816	2,20711609546752E-8	1,26510085418724E-6
135,577088552542	2,20215004336693E-8	1,26226830058217E-6
137,272721361733	2,1972404308601E-8	1,2594684325238E-6
138,989561077299	2,19238691764007E-8	1,25670106573836E-6
140,727872929352	2,18758916735879E-8	1,25396601859334E-6
142,487925465177	2,1828468476661E-8	1,25126311213271E-6
144,269990590721	2,17815963024147E-8	1,24859217011685E-6
146,0743436126	2,1735271908296E-8	1,24595301906116E-6
147,901263280628	2,16894920928422E-8	1,24334548827176E-6
149,751031830881	2,16442536959843E-8	1,24076940988863E-6
151,623935029301	2,15995535995081E-8	1,23822461892208E-6
153,520262215843	2,15553887274202E-8	1,23571095329483E-6
155,440306349169	2,15117560462959E-8	1,23322825388589E-6
157,384364051914	2,14686525657443E-8	1,23077636456981E-6
159,352735656506	2,14260753385236E-8	1,22835513227341E-6
161,345725251564	2,1384021461398E-8	1,22596440699849E-6
163,363640728878	2,13424880750566E-8	1,22360404188974E-6
165,40679383097	2,13014723647951E-8	1,22127389326772E-6
167,47550019926	2,12609715607444E-8	1,21897382068406E-6
169,570079422824	2,12209829382751E-8	1,2167036869693E-6
171,69085508777	2,11815038183794E-8	1,21446335828288E-6
173,838154827224	2,114253156819E-8	1,21225270415807E-6
176,01231037195	2,11040636010581E-8	1,2100715975673E-6
178,213657601593	2,10660973770633E-8	1,20791991496926E-6
180,442536596571	2,10286304035613E-8	1,20579753635584E-6
182,699291690617	2,09916602350043E-8	1,2037043453308E-6
184,984271523964	2,09551844740167E-8	1,20164022913622E-6
187,297829097217	2,09192007711413E-8	1,19960507873619E-6
189,640321825879	2,08837068252771E-8	1,19759878887195E-6
192,01211159557	2,08487003842509E-8	1,19562125811285E-6
194,413564817936	2,08141792448543E-8	1,19367238893026E-6
196,845052487251	2,07801412533534E-8	1,19175208775299E-6
199,306950237732	2,07465843054792E-8	1,1898602650446E-6
201,799638401572	2,07135063470134E-8	1,18799683535782E-6
204,323502067695	2,06809053737893E-8	1,18616171741316E-6
206,878931141248	2,06487794320831E-8	1,18435483416288E-6
209,466320403833	2,06171266187634E-8	1,18257611286552E-6
212,086069574502	2,0585945081419E-8	1,18082548516181E-6
214,738583371503	2,05552330186718E-8	1,17910288714461E-6
217,424271574808	2,05249886801772E-8	1,17740825944133E-6
220,143549089413	2,04952103669306E-8	1,17574154728589E-6
222,896836009445	2,04658964311524E-8	1,17410270060694E-6
225,684557683052	2,04370452763713E-8	1,17249167410954E-6
228,507144778119	2,04086553575795E-8	1,17090842735493E-6
231,365033348798	2,03807251812718E-8	1,16935292484546E-6
234,258664902877	2,03532533051135E-8	1,16782513612325E-6
237,188486469982	2,03262383381525E-8	1,16632503585019E-6
240,154950670642	2,02996789405725E-8	1,16485260390484E-6
243,158515786211	2,02735738234408E-8	1,16340782547988E-6
246,199645829665	2,02479217487022E-8	1,16199069117176E-6
249,278810617292	2,02227215286375E-8	1,16060119708916E-6
252,396485841266	2,01979720257708E-8	1,15923934494646E-6
255,553153143139	2,01736721522746E-8	1,15790514217475E-6
258,749300188248	2,01498208696499E-8	1,15659860202375E-6
261,985420741053	2,01264171882111E-8	1,15531974367072E-6
265,262014741418	2,01034601663928E-8	1,15406859233522E-6
268,579588381844	2,00809489101492E-8	1,15284517939108E-6
271,938654185671	2,00588825721228E-8	1,15164954248585E-6
275,339731086254	2,00372603508312E-8	1,15048172565961E-6
278,783344507136	2,00160814898486E-8	1,14934177946394E-6
282,270026443215	1,99953452765226E-8	1,14822976109536E-6
285,800315542931	1,99750510411235E-8	1,14714573451488E-6
289,374757191483	1,99551981552146E-8	1,14608977059136E-6
292,993903595084	1,99357860307447E-8	1,14506194722219E-6
296,658313866264	1,99168141181308E-8	1,14406234948426E-6
300,368554110256	1,98982819048325E-8	1,14309106976914E-6
304,125197512443	1,98801889135045E-8	1,14214820793025E-6
307,928824426911	1,98625347002605E-8	1,14123387142577E-6
311,78002246611	1,98453188521461E-8	1,14034817548369E-6
315,679386591627	1,98285409854455E-8	1,13949124324121E-6
319,627519206103	1,98122007427863E-8	1,13866320591776E-6
323,625030246297	1,97962977907747E-8	1,13786420297105E-6
