"Frequency","Magnitude Response@Bessel 2nd order","Magnitude Response@Butterworth 2nd order","Magnitude Response@Chebyshev 2nd order"
"411981.8046692954","-94.54840442738826","-98.75016659753986","-100.44148202639818"
"442718.8724235687","-95.79839352268374","-100.00016659739502","-101.69148874833974"
"475749.1660519535","-97.04838407962077","-101.25016659728642","-102.94149456930428"
"511243.7781567676","-98.29837590228173","-102.50016659720497","-104.19149961005415"
"549386.5661878294","-99.54836882101029","-103.75016659714387","-105.44150397516536"
"590375.104800009","-100.79836268889119","-105.00016659709807","-106.69150775519722"
"634421.7092641079","-102.04835737870182","-106.25016659706372","-107.94151102857089"
"681754.5352322012","-103.29835278027251","-107.50016659703796","-109.1915138631964"
"732618.7605540848","-104.54834879820072","-108.75016659701863","-110.4415163178815"
"787277.8552664802","-105.79834534987158","-110.00016659700417","-111.69151844355162"
"846014.9463333768","-107.04834236374376","-111.2501665969933","-112.9415202843064"
"909134.284206686","-108.29833977786527","-112.50016659698515","-114.1915218783346"
"976962.8188038021","-109.548337538588","-113.75016659697904","-115.4415232587063"
"1049851.8930654265","-110.7983355994547","-115.00016659697445","-116.69152445405908"
"1128179.062866062","-112.04833392023515","-116.25016659697103","-117.94152548919205"
"1212350.052704078","-113.29833246609145","-117.50016659696844","-119.19152638558032"
"1302800.857301564","-114.5483312068553","-118.75016659696651","-120.44152716182064"
